2022-02-21 22:56:46 startup archives install
2024-12-04 19:16:58 status half-installed dmsetup:amd64 2:1.02.167-1ubuntu1
2024-12-04 19:16:58 status unpacked dmsetup:amd64 2:1.02.167-1ubuntu1
2024-12-04 19:16:58 install libmagic-mgc:amd64 <none> 1:5.38-4
2024-12-04 19:16:58 status half-installed libmagic-mgc:amd64 1:5.38-4
2024-12-04 19:16:58 status unpacked libmagic-mgc:amd64 1:5.38-4
2024-12-04 19:16:58 install libmagic1:amd64 <none> 1:5.38-4
2024-12-04 19:16:58 status half-installed libmagic1:amd64 1:5.38-4
2024-12-04 19:16:59 status unpacked libmagic1:amd64 1:5.38-4
2024-12-04 19:16:59 install file:amd64 <none> 1:5.38-4
2024-12-04 19:16:59 status half-installed file:amd64 1:5.38-4
2024-12-04 19:16:59 status unpacked file:amd64 1:5.38-4
2024-12-04 19:16:59 install libglib2.0-0:amd64 <none> 2.64.6-1~ubuntu20.04.8
2024-12-04 19:16:59 status half-installed libglib2.0-0:amd64 2.64.6-1~ubuntu20.04.8
2024-12-04 19:16:59 status unpacked libglib2.0-0:amd64 2.64.6-1~ubuntu20.04.8
2024-12-04 19:16:59 install libgirepository-1.0-1:amd64 <none> 1.64.1-1~ubuntu20.04.1
2024-12-04 19:16:59 status half-installed libgirepository-1.0-1:amd64 1.64.1-1~ubuntu20.04.1
2024-12-04 19:16:59 status unpacked libgirepository-1.0-1:amd64 1.64.1-1~ubuntu20.04.1
2024-12-04 19:16:59 install gir1.2-glib-2.0:amd64 <none> 1.64.1-1~ubuntu20.04.1
2024-12-04 19:16:59 status half-installed gir1.2-glib-2.0:amd64 1.64.1-1~ubuntu20.04.1
2024-12-04 19:16:59 status unpacked gir1.2-glib-2.0:amd64 1.64.1-1~ubuntu20.04.1
2024-12-04 19:16:59 install libglib2.0-data:all <none> 2.64.6-1~ubuntu20.04.8
2024-12-04 19:16:59 status half-installed libglib2.0-data:all 2.64.6-1~ubuntu20.04.8
2024-12-04 19:16:59 status unpacked libglib2.0-data:all 2.64.6-1~ubuntu20.04.8
2024-12-04 19:16:59 install tzdata:all <none> 2024a-0ubuntu0.20.04.1
2024-12-04 19:16:59 status half-installed tzdata:all 2024a-0ubuntu0.20.04.1
2024-12-04 19:17:01 status unpacked tzdata:all 2024a-0ubuntu0.20.04.1
2024-12-04 19:17:01 install libicu66:amd64 <none> 66.1-2ubuntu2.1
2024-12-04 19:17:01 status half-installed libicu66:amd64 66.1-2ubuntu2.1
2024-12-04 19:17:02 status unpacked libicu66:amd64 66.1-2ubuntu2.1
2024-12-04 19:17:02 install libnss-systemd:amd64 <none> 245.4-4ubuntu3.24
2024-12-04 19:17:02 status half-installed libnss-systemd:amd64 245.4-4ubuntu3.24
2024-12-04 19:17:02 status unpacked libnss-systemd:amd64 245.4-4ubuntu3.24
2024-12-04 19:17:02 install libpam-systemd:amd64 <none> 245.4-4ubuntu3.24
2024-12-04 19:17:02 status half-installed libpam-systemd:amd64 245.4-4ubuntu3.24
2024-12-04 19:17:02 status unpacked libpam-systemd:amd64 245.4-4ubuntu3.24
2024-12-04 19:17:02 install libxml2:amd64 <none> 2.9.10+dfsg-5ubuntu0.20.04.7
2024-12-04 19:17:02 status half-installed libxml2:amd64 2.9.10+dfsg-5ubuntu0.20.04.7
2024-12-04 19:17:02 status unpacked libxml2:amd64 2.9.10+dfsg-5ubuntu0.20.04.7
2024-12-04 19:17:02 install lsb-release:all <none> 11.1.0ubuntu2
2024-12-04 19:17:02 status half-installed lsb-release:all 11.1.0ubuntu2
2024-12-04 19:17:02 status unpacked lsb-release:all 11.1.0ubuntu2
2024-12-04 19:17:02 install python3-dbus:amd64 <none> 1.2.16-1build1
2024-12-04 19:17:02 status half-installed python3-dbus:amd64 1.2.16-1build1
2024-12-04 19:17:02 status unpacked python3-dbus:amd64 1.2.16-1build1
2024-12-04 19:17:02 install python3-gi:amd64 <none> 3.36.0-1
2024-12-04 19:17:02 status half-installed python3-gi:amd64 3.36.0-1
2024-12-04 19:17:02 status unpacked python3-gi:amd64 3.36.0-1
2024-12-04 19:17:02 install networkd-dispatcher:all <none> 2.1-2~ubuntu20.04.3
2024-12-04 19:17:02 status half-installed networkd-dispatcher:all 2.1-2~ubuntu20.04.3
2024-12-04 19:17:02 status unpacked networkd-dispatcher:all 2.1-2~ubuntu20.04.3
2024-12-04 19:17:02 install python3-pkg-resources:all <none> 45.2.0-1ubuntu0.2
2024-12-04 19:17:02 status half-installed python3-pkg-resources:all 45.2.0-1ubuntu0.2
2024-12-04 19:17:02 status unpacked python3-pkg-resources:all 45.2.0-1ubuntu0.2
2024-12-04 19:17:02 install python3-six:all <none> 1.14.0-2
2024-12-04 19:17:02 status half-installed python3-six:all 1.14.0-2
2024-12-04 19:17:02 status unpacked python3-six:all 1.14.0-2
2024-12-04 19:17:02 install shared-mime-info:amd64 <none> 1.15-1
2024-12-04 19:17:02 status half-installed shared-mime-info:amd64 1.15-1
2024-12-04 19:17:02 status unpacked shared-mime-info:amd64 1.15-1
2024-12-04 19:17:02 install xdg-user-dirs:amd64 <none> 0.17-2ubuntu1
2024-12-04 19:17:02 status half-installed xdg-user-dirs:amd64 0.17-2ubuntu1
2024-12-04 19:17:03 status unpacked xdg-user-dirs:amd64 0.17-2ubuntu1
2024-12-04 19:17:03 install xz-utils:amd64 <none> 5.2.4-1ubuntu1.1
2024-12-04 19:17:03 status half-installed xz-utils:amd64 5.2.4-1ubuntu1.1
2024-12-04 19:17:03 status unpacked xz-utils:amd64 5.2.4-1ubuntu1.1
2024-12-04 19:17:03 install krb5-locales:all <none> 1.17-6ubuntu4.7
2024-12-04 19:17:03 status half-installed krb5-locales:all 1.17-6ubuntu4.7
2024-12-04 19:17:03 status unpacked krb5-locales:all 1.17-6ubuntu4.7
2024-12-04 19:17:03 install libpsl5:amd64 <none> 0.21.0-1ubuntu1
2024-12-04 19:17:03 status half-installed libpsl5:amd64 0.21.0-1ubuntu1
2024-12-04 19:17:03 status unpacked libpsl5:amd64 0.21.0-1ubuntu1
2024-12-04 19:17:03 install libxau6:amd64 <none> 1:1.0.9-0ubuntu1
2024-12-04 19:17:03 status half-installed libxau6:amd64 1:1.0.9-0ubuntu1
2024-12-04 19:17:03 status unpacked libxau6:amd64 1:1.0.9-0ubuntu1
2024-12-04 19:17:03 install libxdmcp6:amd64 <none> 1:1.1.3-0ubuntu1
2024-12-04 19:17:03 status half-installed libxdmcp6:amd64 1:1.1.3-0ubuntu1
2024-12-04 19:17:03 status unpacked libxdmcp6:amd64 1:1.1.3-0ubuntu1
2024-12-04 19:17:03 install libxcb1:amd64 <none> 1.14-2
2024-12-04 19:17:03 status half-installed libxcb1:amd64 1.14-2
2024-12-04 19:17:03 status unpacked libxcb1:amd64 1.14-2
2024-12-04 19:17:03 install libx11-data:all <none> 2:1.6.9-2ubuntu1.6
2024-12-04 19:17:03 status half-installed libx11-data:all 2:1.6.9-2ubuntu1.6
2024-12-04 19:17:03 status unpacked libx11-data:all 2:1.6.9-2ubuntu1.6
2024-12-04 19:17:03 install libx11-6:amd64 <none> 2:1.6.9-2ubuntu1.6
2024-12-04 19:17:03 status half-installed libx11-6:amd64 2:1.6.9-2ubuntu1.6
2024-12-04 19:17:04 status unpacked libx11-6:amd64 2:1.6.9-2ubuntu1.6
2024-12-04 19:17:04 install libxext6:amd64 <none> 2:1.3.4-0ubuntu1
2024-12-04 19:17:04 status half-installed libxext6:amd64 2:1.3.4-0ubuntu1
2024-12-04 19:17:04 status unpacked libxext6:amd64 2:1.3.4-0ubuntu1
2024-12-04 19:17:04 install libxmuu1:amd64 <none> 2:1.1.3-0ubuntu1
2024-12-04 19:17:04 status half-installed libxmuu1:amd64 2:1.1.3-0ubuntu1
2024-12-04 19:17:04 status unpacked libxmuu1:amd64 2:1.1.3-0ubuntu1
2024-12-04 19:17:04 install publicsuffix:all <none> 20200303.0012-1
2024-12-04 19:17:04 status half-installed publicsuffix:all 20200303.0012-1
2024-12-04 19:17:04 status unpacked publicsuffix:all 20200303.0012-1
2024-12-04 19:17:04 install wget:amd64 <none> 1.20.3-1ubuntu2.1
2024-12-04 19:17:04 status half-installed wget:amd64 1.20.3-1ubuntu2.1
2024-12-04 19:17:04 status unpacked wget:amd64 1.20.3-1ubuntu2.1
2024-12-04 19:17:04 install xauth:amd64 <none> 1:1.1-0ubuntu1
2024-12-04 19:17:04 status half-installed xauth:amd64 1:1.1-0ubuntu1
2024-12-04 19:17:04 status unpacked xauth:amd64 1:1.1-0ubuntu1
2024-12-04 19:17:04 install ncurses-term:all <none> 6.2-0ubuntu2.1
2024-12-04 19:17:04 status half-installed ncurses-term:all 6.2-0ubuntu2.1
2024-12-04 19:17:06 status unpacked ncurses-term:all 6.2-0ubuntu2.1
2024-12-04 19:17:06 install python3-certifi:all <none> 2019.11.28-1
2024-12-04 19:17:06 status half-installed python3-certifi:all 2019.11.28-1
2024-12-04 19:17:06 status unpacked python3-certifi:all 2019.11.28-1
2024-12-04 19:17:06 install python3-chardet:all <none> 3.0.4-4build1
2024-12-04 19:17:06 status half-installed python3-chardet:all 3.0.4-4build1
2024-12-04 19:17:07 status unpacked python3-chardet:all 3.0.4-4build1
2024-12-04 19:17:07 install python3-idna:all <none> 2.8-1ubuntu0.1
2024-12-04 19:17:07 status half-installed python3-idna:all 2.8-1ubuntu0.1
2024-12-04 19:17:07 status unpacked python3-idna:all 2.8-1ubuntu0.1
2024-12-04 19:17:07 install python3-urllib3:all <none> 1.25.8-2ubuntu0.4
2024-12-04 19:17:07 status half-installed python3-urllib3:all 1.25.8-2ubuntu0.4
2024-12-04 19:17:07 status unpacked python3-urllib3:all 1.25.8-2ubuntu0.4
2024-12-04 19:17:07 install python3-requests:all <none> 2.22.0-2ubuntu1.1
2024-12-04 19:17:07 status half-installed python3-requests:all 2.22.0-2ubuntu1.1
2024-12-04 19:17:07 status unpacked python3-requests:all 2.22.0-2ubuntu1.1
2024-12-04 19:17:07 install python3-distro:all <none> 1.4.0-1
2024-12-04 19:17:07 status half-installed python3-distro:all 1.4.0-1
2024-12-04 19:17:07 status unpacked python3-distro:all 1.4.0-1
2024-12-04 19:17:07 install ssh-import-id:all <none> 5.10-0ubuntu1
2024-12-04 19:17:07 status half-installed ssh-import-id:all 5.10-0ubuntu1
2024-12-04 19:17:07 status unpacked ssh-import-id:all 5.10-0ubuntu1
2024-12-04 19:17:07 startup packages configure
2024-12-04 19:17:07 configure systemd-sysv:amd64 245.4-4ubuntu3.24 <none>
2024-12-04 19:17:07 status unpacked systemd-sysv:amd64 245.4-4ubuntu3.24
2024-12-04 19:17:07 status half-configured systemd-sysv:amd64 245.4-4ubuntu3.24
2024-12-04 19:17:07 status installed systemd-sysv:amd64 245.4-4ubuntu3.24
2024-12-04 19:17:07 configure libxau6:amd64 1:1.0.9-0ubuntu1 <none>
2024-12-04 19:17:07 status unpacked libxau6:amd64 1:1.0.9-0ubuntu1
2024-12-04 19:17:07 status half-configured libxau6:amd64 1:1.0.9-0ubuntu1
2024-12-04 19:17:07 status installed libxau6:amd64 1:1.0.9-0ubuntu1
2024-12-04 19:17:07 configure libkeyutils1:amd64 1.6-6ubuntu1.1 <none>
2024-12-04 19:17:07 status unpacked libkeyutils1:amd64 1.6-6ubuntu1.1
2024-12-04 19:17:07 status half-configured libkeyutils1:amd64 1.6-6ubuntu1.1
2024-12-04 19:17:07 status installed libkeyutils1:amd64 1.6-6ubuntu1.1
2024-12-04 19:17:07 configure libpsl5:amd64 0.21.0-1ubuntu1 <none>
2024-12-04 19:17:07 status unpacked libpsl5:amd64 0.21.0-1ubuntu1
2024-12-04 19:17:07 status half-configured libpsl5:amd64 0.21.0-1ubuntu1
2024-12-04 19:17:07 status installed libpsl5:amd64 0.21.0-1ubuntu1
2024-12-04 19:17:07 configure mime-support:all 3.64ubuntu1 <none>
2024-12-04 19:17:07 status unpacked mime-support:all 3.64ubuntu1
2024-12-04 19:17:07 status half-configured mime-support:all 3.64ubuntu1
2024-12-04 19:17:07 status installed mime-support:all 3.64ubuntu1
2024-12-04 19:17:07 configure wget:amd64 1.20.3-1ubuntu2.1 <none>
2024-12-04 19:17:07 status unpacked wget:amd64 1.20.3-1ubuntu2.1
2024-12-04 19:17:07 status half-configured wget:amd64 1.20.3-1ubuntu2.1
2024-12-04 19:17:07 status installed wget:amd64 1.20.3-1ubuntu2.1
2024-12-04 19:17:07 configure xdg-user-dirs:amd64 0.17-2ubuntu1 <none>
2024-12-04 19:17:07 status unpacked xdg-user-dirs:amd64 0.17-2ubuntu1
2024-12-04 19:17:07 status half-configured xdg-user-dirs:amd64 0.17-2ubuntu1
2024-12-04 19:17:07 status installed xdg-user-dirs:amd64 0.17-2ubuntu1
2024-12-04 19:17:07 configure libmagic-mgc:amd64 1:5.38-4 <none>
2024-12-04 19:17:07 status unpacked libmagic-mgc:amd64 1:5.38-4
2024-12-04 19:17:07 status half-configured libmagic-mgc:amd64 1:5.38-4
2024-12-04 19:17:07 status installed libmagic-mgc:amd64 1:5.38-4
2024-12-04 19:17:07 configure libglib2.0-0:amd64 2.64.6-1~ubuntu20.04.8 <none>
2024-12-04 19:17:07 status unpacked libglib2.0-0:amd64 2.64.6-1~ubuntu20.04.8
2024-12-04 19:17:07 status half-configured libglib2.0-0:amd64 2.64.6-1~ubuntu20.04.8
2024-12-04 19:17:07 status installed libglib2.0-0:amd64 2.64.6-1~ubuntu20.04.8
2024-12-04 19:17:07 configure distro-info-data:all 0.43ubuntu1.17 <none>
2024-12-04 19:17:07 status unpacked distro-info-data:all 0.43ubuntu1.17
2024-12-04 19:17:07 status half-configured distro-info-data:all 0.43ubuntu1.17
2024-12-04 19:17:07 status installed distro-info-data:all 0.43ubuntu1.17
2024-12-04 19:17:07 configure libsqlite3-0:amd64 3.31.1-4ubuntu0.6 <none>
2024-12-04 19:17:07 status unpacked libsqlite3-0:amd64 3.31.1-4ubuntu0.6
2024-12-04 19:17:07 status half-configured libsqlite3-0:amd64 3.31.1-4ubuntu0.6
2024-12-04 19:17:07 status installed libsqlite3-0:amd64 3.31.1-4ubuntu0.6
2024-12-04 19:17:07 configure libmagic1:amd64 1:5.38-4 <none>
2024-12-04 19:17:07 status unpacked libmagic1:amd64 1:5.38-4
2024-12-04 19:17:07 status half-configured libmagic1:amd64 1:5.38-4
2024-12-04 19:17:07 status installed libmagic1:amd64 1:5.38-4
2024-12-04 19:17:07 configure libnss-systemd:amd64 245.4-4ubuntu3.24 <none>
2024-12-04 19:17:07 status unpacked libnss-systemd:amd64 245.4-4ubuntu3.24
2024-12-04 19:17:07 status half-configured libnss-systemd:amd64 245.4-4ubuntu3.24
2024-12-04 19:17:07 status installed libnss-systemd:amd64 245.4-4ubuntu3.24
2024-12-04 19:17:07 configure krb5-locales:all 1.17-6ubuntu4.7 <none>
2024-12-04 19:17:07 status unpacked krb5-locales:all 1.17-6ubuntu4.7
2024-12-04 19:17:07 status half-configured krb5-locales:all 1.17-6ubuntu4.7
2024-12-04 19:17:07 status installed krb5-locales:all 1.17-6ubuntu4.7
2024-12-04 19:17:07 configure file:amd64 1:5.38-4 <none>
2024-12-04 19:17:07 status unpacked file:amd64 1:5.38-4
2024-12-04 19:17:07 status half-configured file:amd64 1:5.38-4
2024-12-04 19:17:07 status installed file:amd64 1:5.38-4
2024-12-04 19:17:07 configure libcbor0.6:amd64 0.6.0-0ubuntu1 <none>
2024-12-04 19:17:07 status unpacked libcbor0.6:amd64 0.6.0-0ubuntu1
2024-12-04 19:17:07 status half-configured libcbor0.6:amd64 0.6.0-0ubuntu1
2024-12-04 19:17:07 status installed libcbor0.6:amd64 0.6.0-0ubuntu1
2024-12-04 19:17:07 configure libkrb5support0:amd64 1.17-6ubuntu4.7 <none>
2024-12-04 19:17:07 status unpacked libkrb5support0:amd64 1.17-6ubuntu4.7
2024-12-04 19:17:07 status half-configured libkrb5support0:amd64 1.17-6ubuntu4.7
2024-12-04 19:17:07 status installed libkrb5support0:amd64 1.17-6ubuntu4.7
2024-12-04 19:17:07 configure tzdata:all 2024a-0ubuntu0.20.04.1 <none>
2024-12-04 19:17:07 status unpacked tzdata:all 2024a-0ubuntu0.20.04.1
2024-12-04 19:17:07 status half-configured tzdata:all 2024a-0ubuntu0.20.04.1
2024-12-05 01:18:10 status installed tzdata:all 2024a-0ubuntu0.20.04.1
2024-12-05 01:18:10 configure libglib2.0-data:all 2.64.6-1~ubuntu20.04.8 <none>
2024-12-05 01:18:10 status unpacked libglib2.0-data:all 2.64.6-1~ubuntu20.04.8
2024-12-05 01:18:10 status half-configured libglib2.0-data:all 2.64.6-1~ubuntu20.04.8
2024-12-05 01:18:10 status installed libglib2.0-data:all 2.64.6-1~ubuntu20.04.8
2024-12-05 01:18:10 configure libwrap0:amd64 7.6.q-30 <none>
2024-12-05 01:18:10 status unpacked libwrap0:amd64 7.6.q-30
2024-12-05 01:18:10 status half-configured libwrap0:amd64 7.6.q-30
2024-12-05 01:18:10 status installed libwrap0:amd64 7.6.q-30
2024-12-05 01:18:10 configure libx11-data:all 2:1.6.9-2ubuntu1.6 <none>
2024-12-05 01:18:10 status unpacked libx11-data:all 2:1.6.9-2ubuntu1.6
2024-12-05 01:18:10 status half-configured libx11-data:all 2:1.6.9-2ubuntu1.6
2024-12-05 01:18:10 status installed libx11-data:all 2:1.6.9-2ubuntu1.6
2024-12-05 01:18:10 configure libdbus-1-3:amd64 1.12.16-2ubuntu2.3 <none>
2024-12-05 01:18:10 status unpacked libdbus-1-3:amd64 1.12.16-2ubuntu2.3
2024-12-05 01:18:10 status half-configured libdbus-1-3:amd64 1.12.16-2ubuntu2.3
2024-12-05 01:18:10 status installed libdbus-1-3:amd64 1.12.16-2ubuntu2.3
2024-12-05 01:18:10 configure dbus:amd64 1.12.16-2ubuntu2.3 <none>
2024-12-05 01:18:10 status unpacked dbus:amd64 1.12.16-2ubuntu2.3
2024-12-05 01:18:10 status half-configured dbus:amd64 1.12.16-2ubuntu2.3
2024-12-05 01:18:11 status installed dbus:amd64 1.12.16-2ubuntu2.3
2024-12-05 01:18:11 configure xz-utils:amd64 5.2.4-1ubuntu1.1 <none>
2024-12-05 01:18:11 status unpacked xz-utils:amd64 5.2.4-1ubuntu1.1
2024-12-05 01:18:11 status half-configured xz-utils:amd64 5.2.4-1ubuntu1.1
2024-12-05 01:18:11 status installed xz-utils:amd64 5.2.4-1ubuntu1.1
2024-12-05 01:18:11 configure ucf:all 3.0038+nmu1 <none>
2024-12-05 01:18:11 status unpacked ucf:all 3.0038+nmu1
2024-12-05 01:18:11 status half-configured ucf:all 3.0038+nmu1
2024-12-05 01:18:11 status installed ucf:all 3.0038+nmu1
2024-12-05 01:18:11 configure libk5crypto3:amd64 1.17-6ubuntu4.7 <none>
2024-12-05 01:18:11 status unpacked libk5crypto3:amd64 1.17-6ubuntu4.7
2024-12-05 01:18:11 status half-configured libk5crypto3:amd64 1.17-6ubuntu4.7
2024-12-05 01:18:11 status installed libk5crypto3:amd64 1.17-6ubuntu4.7
2024-12-05 01:18:11 configure dmsetup:amd64 2:1.02.167-1ubuntu1 <none>
2024-12-05 01:18:11 status unpacked dmsetup:amd64 2:1.02.167-1ubuntu1
2024-12-05 01:18:11 status half-configured dmsetup:amd64 2:1.02.167-1ubuntu1
2024-12-05 01:18:11 status installed dmsetup:amd64 2:1.02.167-1ubuntu1
2024-12-05 01:18:11 configure libpam-systemd:amd64 245.4-4ubuntu3.24 <none>
2024-12-05 01:18:11 status unpacked libpam-systemd:amd64 245.4-4ubuntu3.24
2024-12-05 01:18:11 status half-configured libpam-systemd:amd64 245.4-4ubuntu3.24
2024-12-05 01:18:11 status installed libpam-systemd:amd64 245.4-4ubuntu3.24
2024-12-05 01:18:11 configure libgirepository-1.0-1:amd64 1.64.1-1~ubuntu20.04.1 <none>
2024-12-05 01:18:11 status unpacked libgirepository-1.0-1:amd64 1.64.1-1~ubuntu20.04.1
2024-12-05 01:18:11 status half-configured libgirepository-1.0-1:amd64 1.64.1-1~ubuntu20.04.1
2024-12-05 01:18:11 status installed libgirepository-1.0-1:amd64 1.64.1-1~ubuntu20.04.1
2024-12-05 01:18:11 configure libkrb5-3:amd64 1.17-6ubuntu4.7 <none>
2024-12-05 01:18:11 status unpacked libkrb5-3:amd64 1.17-6ubuntu4.7
2024-12-05 01:18:11 status half-configured libkrb5-3:amd64 1.17-6ubuntu4.7
2024-12-05 01:18:11 status installed libkrb5-3:amd64 1.17-6ubuntu4.7
2024-12-05 01:18:11 configure libmpdec2:amd64 2.4.2-3 <none>
2024-12-05 01:18:11 status unpacked libmpdec2:amd64 2.4.2-3
2024-12-05 01:18:11 status half-configured libmpdec2:amd64 2.4.2-3
2024-12-05 01:18:11 status installed libmpdec2:amd64 2.4.2-3
2024-12-05 01:18:11 configure libfido2-1:amd64 1.3.1-1ubuntu2 <none>
2024-12-05 01:18:11 status unpacked libfido2-1:amd64 1.3.1-1ubuntu2
2024-12-05 01:18:11 status half-configured libfido2-1:amd64 1.3.1-1ubuntu2
2024-12-05 01:18:11 status installed libfido2-1:amd64 1.3.1-1ubuntu2
2024-12-05 01:18:11 configure openssl:amd64 1.1.1f-1ubuntu2.23 <none>
2024-12-05 01:18:11 status unpacked openssl:amd64 1.1.1f-1ubuntu2.23
2024-12-05 01:18:11 status half-configured openssl:amd64 1.1.1f-1ubuntu2.23
2024-12-05 01:18:11 status installed openssl:amd64 1.1.1f-1ubuntu2.23
2024-12-05 01:18:11 configure libbsd0:amd64 0.10.0-1 <none>
2024-12-05 01:18:11 status unpacked libbsd0:amd64 0.10.0-1
2024-12-05 01:18:11 status half-configured libbsd0:amd64 0.10.0-1
2024-12-05 01:18:11 status installed libbsd0:amd64 0.10.0-1
2024-12-05 01:18:11 configure readline-common:all 8.0-4 <none>
2024-12-05 01:18:11 status unpacked readline-common:all 8.0-4
2024-12-05 01:18:11 status half-configured readline-common:all 8.0-4
2024-12-05 01:18:11 status installed readline-common:all 8.0-4
2024-12-05 01:18:11 configure publicsuffix:all 20200303.0012-1 <none>
2024-12-05 01:18:11 status unpacked publicsuffix:all 20200303.0012-1
2024-12-05 01:18:11 status half-configured publicsuffix:all 20200303.0012-1
2024-12-05 01:18:11 status installed publicsuffix:all 20200303.0012-1
2024-12-05 01:18:11 configure ncurses-term:all 6.2-0ubuntu2.1 <none>
2024-12-05 01:18:11 status unpacked ncurses-term:all 6.2-0ubuntu2.1
2024-12-05 01:18:11 status half-configured ncurses-term:all 6.2-0ubuntu2.1
2024-12-05 01:18:11 status installed ncurses-term:all 6.2-0ubuntu2.1
2024-12-05 01:18:11 configure libxdmcp6:amd64 1:1.1.3-0ubuntu1 <none>
2024-12-05 01:18:11 status unpacked libxdmcp6:amd64 1:1.1.3-0ubuntu1
2024-12-05 01:18:11 status half-configured libxdmcp6:amd64 1:1.1.3-0ubuntu1
2024-12-05 01:18:11 status installed libxdmcp6:amd64 1:1.1.3-0ubuntu1
2024-12-05 01:18:11 configure libxcb1:amd64 1.14-2 <none>
2024-12-05 01:18:11 status unpacked libxcb1:amd64 1.14-2
2024-12-05 01:18:11 status half-configured libxcb1:amd64 1.14-2
2024-12-05 01:18:11 status installed libxcb1:amd64 1.14-2
2024-12-05 01:18:11 configure libicu66:amd64 66.1-2ubuntu2.1 <none>
2024-12-05 01:18:11 status unpacked libicu66:amd64 66.1-2ubuntu2.1
2024-12-05 01:18:11 status half-configured libicu66:amd64 66.1-2ubuntu2.1
2024-12-05 01:18:11 status installed libicu66:amd64 66.1-2ubuntu2.1
2024-12-05 01:18:11 configure libedit2:amd64 3.1-20191231-1 <none>
2024-12-05 01:18:11 status unpacked libedit2:amd64 3.1-20191231-1
2024-12-05 01:18:12 status half-configured libedit2:amd64 3.1-20191231-1
2024-12-05 01:18:12 status installed libedit2:amd64 3.1-20191231-1
2024-12-05 01:18:12 configure libreadline8:amd64 8.0-4 <none>
2024-12-05 01:18:12 status unpacked libreadline8:amd64 8.0-4
2024-12-05 01:18:12 status half-configured libreadline8:amd64 8.0-4
2024-12-05 01:18:12 status installed libreadline8:amd64 8.0-4
2024-12-05 01:18:12 configure ca-certificates:all 20240203~20.04.1 <none>
2024-12-05 01:18:12 status unpacked ca-certificates:all 20240203~20.04.1
2024-12-05 01:18:12 status half-configured ca-certificates:all 20240203~20.04.1
2024-12-05 01:18:16 status installed ca-certificates:all 20240203~20.04.1
2024-12-05 01:18:16 status triggers-pending ca-certificates:all 20240203~20.04.1
2024-12-05 01:18:16 configure libgssapi-krb5-2:amd64 1.17-6ubuntu4.7 <none>
2024-12-05 01:18:16 status unpacked libgssapi-krb5-2:amd64 1.17-6ubuntu4.7
2024-12-05 01:18:16 status half-configured libgssapi-krb5-2:amd64 1.17-6ubuntu4.7
2024-12-05 01:18:16 status installed libgssapi-krb5-2:amd64 1.17-6ubuntu4.7
