2022-02-21 22:56:46 startup archives install
2022-02-21 22:59:16 status half-configured libseccomp2:amd64 2.4.3-1ubuntu1
2022-02-21 22:59:16 status unpacked libseccomp2:amd64 2.4.3-1ubuntu1
2022-02-21 22:59:16 status half-installed libseccomp2:amd64 2.4.3-1ubuntu1
2022-02-21 22:59:16 status unpacked libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2
2022-02-21 22:59:16 startup packages configure
2022-02-21 22:59:16 configure libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2 <none>
2022-02-21 22:59:16 status unpacked libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2
2022-02-21 22:59:16 status half-configured libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2
2022-02-21 22:59:16 status installed libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2
2022-02-21 22:59:16 startup archives unpack
2022-02-21 22:59:16 upgrade apt:amd64 2.0.2 2.0.6
2022-02-21 22:59:16 status half-configured apt:amd64 2.0.2
2022-02-21 22:59:16 status unpacked apt:amd64 2.0.2
2022-02-21 22:59:16 status half-installed apt:amd64 2.0.2
2022-02-21 22:59:16 status unpacked apt:amd64 2.0.6
2022-02-21 22:59:16 startup packages configure
2022-02-21 22:59:16 configure apt:amd64 2.0.6 <none>
2022-02-21 22:59:16 status unpacked apt:amd64 2.0.6
2022-02-21 22:59:16 status half-configured apt:amd64 2.0.6
2022-02-21 22:59:16 status installed apt:amd64 2.0.6
2022-02-21 22:59:16 startup archives unpack
2022-02-21 22:59:17 upgrade libpam0g:amd64 1.3.1-5ubuntu4 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam0g:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam0g:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status half-installed libpam0g:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam0g:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure libpam0g:amd64 1.3.1-5ubuntu4.3 <none>
2022-02-21 22:59:17 status unpacked libpam0g:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam0g:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status installed libpam0g:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup archives unpack
2022-02-21 22:59:17 upgrade libpam-modules-bin:amd64 1.3.1-5ubuntu4 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-modules-bin:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-modules-bin:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status half-installed libpam-modules-bin:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-modules-bin:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure libpam-modules-bin:amd64 1.3.1-5ubuntu4.3 <none>
2022-02-21 22:59:17 status unpacked libpam-modules-bin:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-modules-bin:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status installed libpam-modules-bin:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup archives unpack
2022-02-21 22:59:17 upgrade libpam-modules:amd64 1.3.1-5ubuntu4 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-modules:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-modules:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status half-installed libpam-modules:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-modules:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure libpam-modules:amd64 1.3.1-5ubuntu4.3 <none>
2022-02-21 22:59:17 status unpacked libpam-modules:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-modules:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status installed libpam-modules:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup archives unpack
2022-02-21 22:59:17 upgrade mount:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 status half-configured mount:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:17 status unpacked mount:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:17 status half-installed mount:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:17 status unpacked mount:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 upgrade libpam-runtime:all 1.3.1-5ubuntu4 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-runtime:all 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-runtime:all 1.3.1-5ubuntu4
2022-02-21 22:59:17 status half-installed libpam-runtime:all 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-runtime:all 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure libpam-runtime:all 1.3.1-5ubuntu4.3 <none>
2022-02-21 22:59:17 status unpacked libpam-runtime:all 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-runtime:all 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status installed libpam-runtime:all 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup archives unpack
2022-02-21 22:59:17 upgrade passwd:amd64 1:4.8.1-1ubuntu5 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:17 status half-configured passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:59:17 status unpacked passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:59:17 status half-installed passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:59:17 status unpacked passwd:amd64 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure passwd:amd64 1:4.8.1-1ubuntu5.20.04.1 <none>
2022-02-21 22:59:17 status unpacked passwd:amd64 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:17 status half-configured passwd:amd64 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:17 status installed passwd:amd64 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:17 startup archives unpack
2022-02-21 22:59:17 upgrade libprocps8:amd64 2:3.3.16-1ubuntu2 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 status half-configured libprocps8:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status unpacked libprocps8:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status half-installed libprocps8:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status unpacked libprocps8:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 upgrade procps:amd64 2:3.3.16-1ubuntu2 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 status half-configured procps:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status unpacked procps:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status half-installed procps:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status unpacked procps:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure libfdisk1:amd64 2.34-0.1ubuntu9.3 <none>
2022-02-21 22:59:17 status unpacked libfdisk1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 status half-configured libfdisk1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 status installed libfdisk1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 configure mount:amd64 2.34-0.1ubuntu9.3 <none>
2022-02-21 22:59:17 status unpacked mount:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 status half-configured mount:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 status installed mount:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 configure libprocps8:amd64 2:3.3.16-1ubuntu2.3 <none>
2022-02-21 22:59:17 status unpacked libprocps8:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 status half-configured libprocps8:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 status installed libprocps8:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 configure fdisk:amd64 2.34-0.1ubuntu9.3 <none>
2022-02-21 22:59:17 status unpacked fdisk:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 status half-configured fdisk:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 status installed fdisk:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 configure procps:amd64 2:3.3.16-1ubuntu2.3 <none>
2022-02-21 22:59:17 status unpacked procps:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 status half-configured procps:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 status installed procps:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 trigproc libc-bin:amd64 2.31-0ubuntu9.2 <none>
2022-02-21 22:59:17 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2022-02-21 22:59:17 status installed libc-bin:amd64 2.31-0ubuntu9.2
2024-12-04 19:16:50 startup archives unpack
2024-12-04 19:16:50 upgrade libsystemd0:amd64 245.4-4ubuntu3.15 245.4-4ubuntu3.24
2024-12-04 19:16:50 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.2
2024-12-04 19:16:50 status half-configured libsystemd0:amd64 245.4-4ubuntu3.15
2024-12-04 19:16:50 status unpacked libsystemd0:amd64 245.4-4ubuntu3.15
2024-12-04 19:16:50 status half-installed libsystemd0:amd64 245.4-4ubuntu3.15
2024-12-04 19:16:50 status unpacked libsystemd0:amd64 245.4-4ubuntu3.24
2024-12-04 19:16:50 startup packages configure
2024-12-04 19:16:50 configure libsystemd0:amd64 245.4-4ubuntu3.24 <none>
2024-12-04 19:16:50 status unpacked libsystemd0:amd64 245.4-4ubuntu3.24
2024-12-04 19:16:50 status half-configured libsystemd0:amd64 245.4-4ubuntu3.24
2024-12-04 19:16:50 status installed libsystemd0:amd64 245.4-4ubuntu3.24
2024-12-04 19:16:50 startup archives unpack
2024-12-04 19:16:50 install libssl1.1:amd64 <none> 1.1.1f-1ubuntu2.23
2024-12-04 19:16:50 status half-installed libssl1.1:amd64 1.1.1f-1ubuntu2.23
2024-12-04 19:16:50 status unpacked libssl1.1:amd64 1.1.1f-1ubuntu2.23
2024-12-04 19:16:50 install libpython3.8-minimal:amd64 <none> 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:50 status half-installed libpython3.8-minimal:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:50 status unpacked libpython3.8-minimal:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:50 install libexpat1:amd64 <none> 2.2.9-1ubuntu0.7
2024-12-04 19:16:50 status half-installed libexpat1:amd64 2.2.9-1ubuntu0.7
2024-12-04 19:16:50 status unpacked libexpat1:amd64 2.2.9-1ubuntu0.7
2024-12-04 19:16:50 install python3.8-minimal:amd64 <none> 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:50 status half-installed python3.8-minimal:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:51 status unpacked python3.8-minimal:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:51 startup packages configure
2024-12-04 19:16:51 configure libssl1.1:amd64 1.1.1f-1ubuntu2.23 <none>
2024-12-04 19:16:51 status unpacked libssl1.1:amd64 1.1.1f-1ubuntu2.23
2024-12-04 19:16:51 status half-configured libssl1.1:amd64 1.1.1f-1ubuntu2.23
2024-12-04 19:16:51 status installed libssl1.1:amd64 1.1.1f-1ubuntu2.23
2024-12-04 19:16:51 configure libpython3.8-minimal:amd64 3.8.10-0ubuntu1~20.04.13 <none>
2024-12-04 19:16:51 status unpacked libpython3.8-minimal:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:51 status half-configured libpython3.8-minimal:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:51 status installed libpython3.8-minimal:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:51 configure libexpat1:amd64 2.2.9-1ubuntu0.7 <none>
2024-12-04 19:16:51 status unpacked libexpat1:amd64 2.2.9-1ubuntu0.7
2024-12-04 19:16:51 status half-configured libexpat1:amd64 2.2.9-1ubuntu0.7
2024-12-04 19:16:51 status installed libexpat1:amd64 2.2.9-1ubuntu0.7
2024-12-04 19:16:51 configure python3.8-minimal:amd64 3.8.10-0ubuntu1~20.04.13 <none>
2024-12-04 19:16:51 status unpacked python3.8-minimal:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:51 status half-configured python3.8-minimal:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:51 status installed python3.8-minimal:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:52 startup archives unpack
2024-12-04 19:16:52 install python3-minimal:amd64 <none> 3.8.2-0ubuntu2
2024-12-04 19:16:52 status half-installed python3-minimal:amd64 3.8.2-0ubuntu2
2024-12-04 19:16:52 status unpacked python3-minimal:amd64 3.8.2-0ubuntu2
2024-12-04 19:16:52 install mime-support:all <none> 3.64ubuntu1
2024-12-04 19:16:52 status half-installed mime-support:all 3.64ubuntu1
2024-12-04 19:16:52 status unpacked mime-support:all 3.64ubuntu1
2024-12-04 19:16:52 install libmpdec2:amd64 <none> 2.4.2-3
2024-12-04 19:16:52 status half-installed libmpdec2:amd64 2.4.2-3
2024-12-04 19:16:52 status unpacked libmpdec2:amd64 2.4.2-3
2024-12-04 19:16:52 install readline-common:all <none> 8.0-4
2024-12-04 19:16:52 status half-installed readline-common:all 8.0-4
2024-12-04 19:16:52 status unpacked readline-common:all 8.0-4
2024-12-04 19:16:52 install libreadline8:amd64 <none> 8.0-4
2024-12-04 19:16:52 status half-installed libreadline8:amd64 8.0-4
2024-12-04 19:16:52 status unpacked libreadline8:amd64 8.0-4
2024-12-04 19:16:52 install libsqlite3-0:amd64 <none> 3.31.1-4ubuntu0.6
2024-12-04 19:16:52 status half-installed libsqlite3-0:amd64 3.31.1-4ubuntu0.6
2024-12-04 19:16:52 status unpacked libsqlite3-0:amd64 3.31.1-4ubuntu0.6
2024-12-04 19:16:52 install libpython3.8-stdlib:amd64 <none> 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:52 status half-installed libpython3.8-stdlib:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:52 status unpacked libpython3.8-stdlib:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:52 install python3.8:amd64 <none> 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:52 status half-installed python3.8:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:52 status unpacked python3.8:amd64 3.8.10-0ubuntu1~20.04.13
2024-12-04 19:16:52 install libpython3-stdlib:amd64 <none> 3.8.2-0ubuntu2
2024-12-04 19:16:52 status half-installed libpython3-stdlib:amd64 3.8.2-0ubuntu2
2024-12-04 19:16:52 status unpacked libpython3-stdlib:amd64 3.8.2-0ubuntu2
2024-12-04 19:16:53 startup packages configure
2024-12-04 19:16:53 configure python3-minimal:amd64 3.8.2-0ubuntu2 <none>
2024-12-04 19:16:53 status unpacked python3-minimal:amd64 3.8.2-0ubuntu2
2024-12-04 19:16:53 status half-configured python3-minimal:amd64 3.8.2-0ubuntu2
2024-12-04 19:16:53 status installed python3-minimal:amd64 3.8.2-0ubuntu2
2024-12-04 19:16:53 startup archives unpack
2024-12-04 19:16:53 install python3:amd64 <none> 3.8.2-0ubuntu2
2024-12-04 19:16:53 status half-installed python3:amd64 3.8.2-0ubuntu2
2024-12-04 19:16:53 status unpacked python3:amd64 3.8.2-0ubuntu2
2024-12-04 19:16:53 install libapparmor1:amd64 <none> 2.13.3-7ubuntu5.4
2024-12-04 19:16:53 status half-installed libapparmor1:amd64 2.13.3-7ubuntu5.4
2024-12-04 19:16:53 status unpacked libapparmor1:amd64 2.13.3-7ubuntu5.4
2024-12-04 19:16:53 install libcap2:amd64 <none> 1:2.32-1ubuntu0.1
2024-12-04 19:16:53 status half-installed libcap2:amd64 1:2.32-1ubuntu0.1
2024-12-04 19:16:53 status unpacked libcap2:amd64 1:2.32-1ubuntu0.1
2024-12-04 19:16:53 install libargon2-1:amd64 <none> 0~20171227-0.2
2024-12-04 19:16:53 status half-installed libargon2-1:amd64 0~20171227-0.2
2024-12-04 19:16:53 status unpacked libargon2-1:amd64 0~20171227-0.2
2024-12-04 19:16:53 install libdevmapper1.02.1:amd64 <none> 2:1.02.167-1ubuntu1
2024-12-04 19:16:53 status half-installed libdevmapper1.02.1:amd64 2:1.02.167-1ubuntu1
2024-12-04 19:16:53 status unpacked libdevmapper1.02.1:amd64 2:1.02.167-1ubuntu1
2024-12-04 19:16:53 install libjson-c4:amd64 <none> 0.13.1+dfsg-7ubuntu0.3
2024-12-04 19:16:53 status half-installed libjson-c4:amd64 0.13.1+dfsg-7ubuntu0.3
2024-12-04 19:16:53 status unpacked libjson-c4:amd64 0.13.1+dfsg-7ubuntu0.3
2024-12-04 19:16:53 install libcryptsetup12:amd64 <none> 2:2.2.2-3ubuntu2.4
2024-12-04 19:16:53 status half-installed libcryptsetup12:amd64 2:2.2.2-3ubuntu2.4
2024-12-04 19:16:53 status unpacked libcryptsetup12:amd64 2:2.2.2-3ubuntu2.4
2024-12-04 19:16:53 install libip4tc2:amd64 <none> 1.8.4-3ubuntu2.1
2024-12-04 19:16:53 status half-installed libip4tc2:amd64 1.8.4-3ubuntu2.1
2024-12-04 19:16:53 status unpacked libip4tc2:amd64 1.8.4-3ubuntu2.1
2024-12-04 19:16:53 install libkmod2:amd64 <none> 27-1ubuntu2.1
2024-12-04 19:16:53 status half-installed libkmod2:amd64 27-1ubuntu2.1
2024-12-04 19:16:54 status unpacked libkmod2:amd64 27-1ubuntu2.1
2024-12-04 19:16:54 install systemd-timesyncd:amd64 <none> 245.4-4ubuntu3.24
2024-12-04 19:16:54 status half-installed systemd-timesyncd:amd64 245.4-4ubuntu3.24
2024-12-04 19:16:54 status unpacked systemd-timesyncd:amd64 245.4-4ubuntu3.24
2024-12-04 19:16:54 install systemd:amd64 <none> 245.4-4ubuntu3.24
2024-12-04 19:16:54 status half-installed systemd:amd64 245.4-4ubuntu3.24
2024-12-04 19:16:55 status unpacked systemd:amd64 245.4-4ubuntu3.24
2024-12-04 19:16:55 startup packages configure
2024-12-04 19:16:55 configure libapparmor1:amd64 2.13.3-7ubuntu5.4 <none>
2024-12-04 19:16:55 status unpacked libapparmor1:amd64 2.13.3-7ubuntu5.4
2024-12-04 19:16:55 status half-configured libapparmor1:amd64 2.13.3-7ubuntu5.4
2024-12-04 19:16:55 status installed libapparmor1:amd64 2.13.3-7ubuntu5.4
2024-12-04 19:16:55 configure libcap2:amd64 1:2.32-1ubuntu0.1 <none>
2024-12-04 19:16:55 status unpacked libcap2:amd64 1:2.32-1ubuntu0.1
2024-12-04 19:16:55 status half-configured libcap2:amd64 1:2.32-1ubuntu0.1
2024-12-04 19:16:55 status installed libcap2:amd64 1:2.32-1ubuntu0.1
2024-12-04 19:16:55 configure libargon2-1:amd64 0~20171227-0.2 <none>
2024-12-04 19:16:55 status unpacked libargon2-1:amd64 0~20171227-0.2
2024-12-04 19:16:55 status half-configured libargon2-1:amd64 0~20171227-0.2
2024-12-04 19:16:55 status installed libargon2-1:amd64 0~20171227-0.2
2024-12-04 19:16:55 configure libdevmapper1.02.1:amd64 2:1.02.167-1ubuntu1 <none>
2024-12-04 19:16:55 status unpacked libdevmapper1.02.1:amd64 2:1.02.167-1ubuntu1
2024-12-04 19:16:55 status half-configured libdevmapper1.02.1:amd64 2:1.02.167-1ubuntu1
2024-12-04 19:16:55 status installed libdevmapper1.02.1:amd64 2:1.02.167-1ubuntu1
2024-12-04 19:16:55 configure libjson-c4:amd64 0.13.1+dfsg-7ubuntu0.3 <none>
2024-12-04 19:16:55 status unpacked libjson-c4:amd64 0.13.1+dfsg-7ubuntu0.3
2024-12-04 19:16:55 status half-configured libjson-c4:amd64 0.13.1+dfsg-7ubuntu0.3
2024-12-04 19:16:55 status installed libjson-c4:amd64 0.13.1+dfsg-7ubuntu0.3
2024-12-04 19:16:55 configure libcryptsetup12:amd64 2:2.2.2-3ubuntu2.4 <none>
2024-12-04 19:16:55 status unpacked libcryptsetup12:amd64 2:2.2.2-3ubuntu2.4
2024-12-04 19:16:55 status half-configured libcryptsetup12:amd64 2:2.2.2-3ubuntu2.4
2024-12-04 19:16:55 status installed libcryptsetup12:amd64 2:2.2.2-3ubuntu2.4
2024-12-04 19:16:55 configure libip4tc2:amd64 1.8.4-3ubuntu2.1 <none>
2024-12-04 19:16:55 status unpacked libip4tc2:amd64 1.8.4-3ubuntu2.1
2024-12-04 19:16:55 status half-configured libip4tc2:amd64 1.8.4-3ubuntu2.1
2024-12-04 19:16:55 status installed libip4tc2:amd64 1.8.4-3ubuntu2.1
2024-12-04 19:16:55 configure libkmod2:amd64 27-1ubuntu2.1 <none>
2024-12-04 19:16:55 status unpacked libkmod2:amd64 27-1ubuntu2.1
2024-12-04 19:16:55 status half-configured libkmod2:amd64 27-1ubuntu2.1
2024-12-04 19:16:55 status installed libkmod2:amd64 27-1ubuntu2.1
2024-12-04 19:16:55 configure systemd-timesyncd:amd64 245.4-4ubuntu3.24 <none>
2024-12-04 19:16:55 status unpacked systemd-timesyncd:amd64 245.4-4ubuntu3.24
2024-12-04 19:16:55 status half-configured systemd-timesyncd:amd64 245.4-4ubuntu3.24
2024-12-04 19:16:55 status installed systemd-timesyncd:amd64 245.4-4ubuntu3.24
2024-12-04 19:16:55 configure systemd:amd64 245.4-4ubuntu3.24 <none>
2024-12-04 19:16:55 status unpacked systemd:amd64 245.4-4ubuntu3.24
2024-12-04 19:16:55 status half-configured systemd:amd64 245.4-4ubuntu3.24
2024-12-04 19:16:56 status installed systemd:amd64 245.4-4ubuntu3.24
2024-12-04 19:16:56 startup archives unpack
2024-12-04 19:16:56 install systemd-sysv:amd64 <none> 245.4-4ubuntu3.24
2024-12-04 19:16:56 status half-installed systemd-sysv:amd64 245.4-4ubuntu3.24
2024-12-04 19:16:56 status unpacked systemd-sysv:amd64 245.4-4ubuntu3.24
2024-12-04 19:16:56 install libbsd0:amd64 <none> 0.10.0-1
2024-12-04 19:16:56 status half-installed libbsd0:amd64 0.10.0-1
2024-12-04 19:16:56 status unpacked libbsd0:amd64 0.10.0-1
2024-12-04 19:16:56 install libedit2:amd64 <none> 3.1-20191231-1
2024-12-04 19:16:56 status half-installed libedit2:amd64 3.1-20191231-1
2024-12-04 19:16:56 status unpacked libedit2:amd64 3.1-20191231-1
2024-12-04 19:16:56 install libcbor0.6:amd64 <none> 0.6.0-0ubuntu1
2024-12-04 19:16:56 status half-installed libcbor0.6:amd64 0.6.0-0ubuntu1
2024-12-04 19:16:56 status unpacked libcbor0.6:amd64 0.6.0-0ubuntu1
2024-12-04 19:16:56 install libfido2-1:amd64 <none> 1.3.1-1ubuntu2
2024-12-04 19:16:56 status half-installed libfido2-1:amd64 1.3.1-1ubuntu2
2024-12-04 19:16:56 status unpacked libfido2-1:amd64 1.3.1-1ubuntu2
2024-12-04 19:16:56 install libkrb5support0:amd64 <none> 1.17-6ubuntu4.7
2024-12-04 19:16:56 status half-installed libkrb5support0:amd64 1.17-6ubuntu4.7
2024-12-04 19:16:57 status unpacked libkrb5support0:amd64 1.17-6ubuntu4.7
2024-12-04 19:16:57 install libk5crypto3:amd64 <none> 1.17-6ubuntu4.7
2024-12-04 19:16:57 status half-installed libk5crypto3:amd64 1.17-6ubuntu4.7
2024-12-04 19:16:57 status unpacked libk5crypto3:amd64 1.17-6ubuntu4.7
2024-12-04 19:16:57 install libkeyutils1:amd64 <none> 1.6-6ubuntu1.1
2024-12-04 19:16:57 status half-installed libkeyutils1:amd64 1.6-6ubuntu1.1
2024-12-04 19:16:57 status unpacked libkeyutils1:amd64 1.6-6ubuntu1.1
2024-12-04 19:16:57 install libkrb5-3:amd64 <none> 1.17-6ubuntu4.7
2024-12-04 19:16:57 status half-installed libkrb5-3:amd64 1.17-6ubuntu4.7
2024-12-04 19:16:57 status unpacked libkrb5-3:amd64 1.17-6ubuntu4.7
2024-12-04 19:16:57 install libgssapi-krb5-2:amd64 <none> 1.17-6ubuntu4.7
2024-12-04 19:16:57 status half-installed libgssapi-krb5-2:amd64 1.17-6ubuntu4.7
2024-12-04 19:16:57 status unpacked libgssapi-krb5-2:amd64 1.17-6ubuntu4.7
2024-12-04 19:16:57 install openssh-client:amd64 <none> 1:8.2p1-4ubuntu0.11
2024-12-04 19:16:57 status half-installed openssh-client:amd64 1:8.2p1-4ubuntu0.11
2024-12-04 19:16:57 status unpacked openssh-client:amd64 1:8.2p1-4ubuntu0.11
2024-12-04 19:16:57 install openssh-sftp-server:amd64 <none> 1:8.2p1-4ubuntu0.11
2024-12-04 19:16:57 status half-installed openssh-sftp-server:amd64 1:8.2p1-4ubuntu0.11
2024-12-04 19:16:57 status unpacked openssh-sftp-server:amd64 1:8.2p1-4ubuntu0.11
2024-12-04 19:16:57 install ucf:all <none> 3.0038+nmu1
2024-12-04 19:16:57 status half-installed ucf:all 3.0038+nmu1
2024-12-04 19:16:57 status unpacked ucf:all 3.0038+nmu1
2024-12-04 19:16:57 install libwrap0:amd64 <none> 7.6.q-30
2024-12-04 19:16:57 status half-installed libwrap0:amd64 7.6.q-30
2024-12-04 19:16:57 status unpacked libwrap0:amd64 7.6.q-30
2024-12-04 19:16:57 install openssh-server:amd64 <none> 1:8.2p1-4ubuntu0.11
2024-12-04 19:16:57 status half-installed openssh-server:amd64 1:8.2p1-4ubuntu0.11
2024-12-04 19:16:57 status triggers-pending systemd:amd64 245.4-4ubuntu3.24
2024-12-04 19:16:57 status unpacked openssh-server:amd64 1:8.2p1-4ubuntu0.11
2024-12-04 19:16:58 install ssh:all <none> 1:8.2p1-4ubuntu0.11
2024-12-04 19:16:58 status half-installed ssh:all 1:8.2p1-4ubuntu0.11
2024-12-04 19:16:58 status unpacked ssh:all 1:8.2p1-4ubuntu0.11
2024-12-04 19:16:58 install openssl:amd64 <none> 1.1.1f-1ubuntu2.23
2024-12-04 19:16:58 status half-installed openssl:amd64 1.1.1f-1ubuntu2.23
2024-12-04 19:16:58 status unpacked openssl:amd64 1.1.1f-1ubuntu2.23
2024-12-04 19:16:58 install ca-certificates:all <none> 20240203~20.04.1
2024-12-04 19:16:58 status half-installed ca-certificates:all 20240203~20.04.1
2024-12-04 19:16:58 status unpacked ca-certificates:all 20240203~20.04.1
2024-12-04 19:16:58 install libdbus-1-3:amd64 <none> 1.12.16-2ubuntu2.3
2024-12-04 19:16:58 status half-installed libdbus-1-3:amd64 1.12.16-2ubuntu2.3
2024-12-04 19:16:58 status unpacked libdbus-1-3:amd64 1.12.16-2ubuntu2.3
2024-12-04 19:16:58 install dbus:amd64 <none> 1.12.16-2ubuntu2.3
2024-12-04 19:16:58 status half-installed dbus:amd64 1.12.16-2ubuntu2.3
2024-12-04 19:16:58 status unpacked dbus:amd64 1.12.16-2ubuntu2.3
2024-12-04 19:16:58 install distro-info-data:all <none> 0.43ubuntu1.17
2024-12-04 19:16:58 status half-installed distro-info-data:all 0.43ubuntu1.17
2024-12-04 19:16:58 status unpacked distro-info-data:all 0.43ubuntu1.17
2024-12-04 19:16:58 install dmsetup:amd64 <none> 2:1.02.167-1ubuntu1
